model,brand,product,product_parent,file_urls,type,ean,url,thumb,source
NVR-VS40-M,Nevir,Ventilacion ,Climatizacion ,https://nevir.es/wp-content/uploads/simple-file-list/Manuales/VS50-VS40-VS35M.pdf,Manual de Instrucciones,8427155903727,https://nevir.es/productos/climatizacion/ventilacion/nvr-vs40-m/,https://nevir.es/wp-content/uploads/2021/10/VS40-M-600x600.png,nevir.es
NVR-VS40-M,Nevir,Ventilacion ,Climatizacion ,https://nevir.es/wp-content/uploads/2021/10/VS40-M-VS35-VS30M.pdf,Ficha,8427155903727,https://nevir.es/productos/climatizacion/ventilacion/nvr-vs40-m/,https://nevir.es/wp-content/uploads/2021/10/VS40-M-600x600.png,nevir.es
NVR-8060-434K2S-SMA-N,Nevir,Tv ,Descatalogados ,http://nevir.imagar.com/wp-content/uploads/2021/03/8060-50manual.pdf,Manual de instrucciones,8427155023302,https://nevir.es/productos/descatalogados/tv/nvr-8060-434k2s-sma-n/,https://nevir.es/wp-content/uploads/2021/03/8060-50frontal-scaled-600x388.jpg,nevir.es
NVR-8060-434K2S-SMA-N,Nevir,Tv ,Descatalogados ,http://nevir.imagar.com/wp-content/uploads/2021/03/8060-50.pdf,Ficha,8427155023302,https://nevir.es/productos/descatalogados/tv/nvr-8060-434k2s-sma-n/,https://nevir.es/wp-content/uploads/2021/03/8060-50frontal-scaled-600x388.jpg,nevir.es
NVR-8060-434K2S-SMA-N,Nevir,Tv ,Descatalogados ,http://nevir.imagar.com/wp-content/uploads/2021/03/8060-50label.pdf,Etiqueta Energética,8427155023302,https://nevir.es/productos/descatalogados/tv/nvr-8060-434k2s-sma-n/,https://nevir.es/wp-content/uploads/2021/03/8060-50frontal-scaled-600x388.jpg,nevir.es
NVR-8060-434K2S-SMA-N,Nevir,Tv ,Descatalogados ,https://nevir.es/wp-content/uploads/2021/10/USO-MOUSE-TV.pdf,USO MOUSE TV,8427155023302,https://nevir.es/productos/descatalogados/tv/nvr-8060-434k2s-sma-n/,https://nevir.es/wp-content/uploads/2021/03/8060-50frontal-scaled-600x388.jpg,nevir.es
NVR-8061-39RD2S-SMA-N,Nevir,Tv ,Descatalogados ,http://nevir.imagar.com/wp-content/uploads/2021/03/8061-39manual.pdf,Manual de instrucciones,8427155023357,https://nevir.es/productos/descatalogados/tv/nvr-8061-39rd2s-sma-n/,https://nevir.es/wp-content/uploads/2021/03/8061-39frontal-scaled-600x382.jpg,nevir.es
NVR-8061-39RD2S-SMA-N,Nevir,Tv ,Descatalogados ,http://nevir.imagar.com/wp-content/uploads/2021/03/8061-39.pdf,Ficha,8427155023357,https://nevir.es/productos/descatalogados/tv/nvr-8061-39rd2s-sma-n/,https://nevir.es/wp-content/uploads/2021/03/8061-39frontal-scaled-600x382.jpg,nevir.es
NVR-8061-39RD2S-SMA-N,Nevir,Tv ,Descatalogados ,http://nevir.imagar.com/wp-content/uploads/2021/03/8061-39label.pdf,Etiqueta Energética,8427155023357,https://nevir.es/productos/descatalogados/tv/nvr-8061-39rd2s-sma-n/,https://nevir.es/wp-content/uploads/2021/03/8061-39frontal-scaled-600x382.jpg,nevir.es
NVR-8061-39RD2S-SMA-N,Nevir,Tv ,Descatalogados ,https://nevir.es/wp-content/uploads/2021/10/USO-MOUSE-TV.pdf,USO MOUSE TV,8427155023357,https://nevir.es/productos/descatalogados/tv/nvr-8061-39rd2s-sma-n/,https://nevir.es/wp-content/uploads/2021/03/8061-39frontal-scaled-600x382.jpg,nevir.es
NVR-9002-504K2S-SM,Nevir,Tv ,Descatalogados ,http://nevir.imagar.com/wp-content/uploads/2021/02/9002-55-50manual.pdf,Manual de instrucciones,8427155023265,https://nevir.es/productos/descatalogados/tv/nvr-9002-504k2s-sm/,https://nevir.es/wp-content/uploads/2020/10/9002-55frontal-600x393.jpg,nevir.es
NVR-9002-504K2S-SM,Nevir,Tv ,Descatalogados ,http://nevir.imagar.com/wp-content/uploads/2021/02/9002-50.pdf,Ficha,8427155023265,https://nevir.es/productos/descatalogados/tv/nvr-9002-504k2s-sm/,https://nevir.es/wp-content/uploads/2020/10/9002-55frontal-600x393.jpg,nevir.es
NVR-9002-504K2S-SM,Nevir,Tv ,Descatalogados ,http://nevir.imagar.com/wp-content/uploads/2021/02/9002-50label.pdf,Etiqueta Energética,8427155023265,https://nevir.es/productos/descatalogados/tv/nvr-9002-504k2s-sm/,https://nevir.es/wp-content/uploads/2020/10/9002-55frontal-600x393.jpg,nevir.es
NVR-9002-554K2S-SM,Nevir,Tv ,Descatalogados ,http://nevir.imagar.com/wp-content/uploads/2021/02/9002-55-50manual.pdf,Manual de instrucciones,8427155023272,https://nevir.es/productos/descatalogados/tv/9002-55/,https://nevir.es/wp-content/uploads/2020/10/9002-55frontal-600x393.jpg,nevir.es
NVR-9002-554K2S-SM,Nevir,Tv ,Descatalogados ,http://nevir.imagar.com/wp-content/uploads/2021/02/9002-55-1.pdf,Ficha,8427155023272,https://nevir.es/productos/descatalogados/tv/9002-55/,https://nevir.es/wp-content/uploads/2020/10/9002-55frontal-600x393.jpg,nevir.es
NVR-9002-554K2S-SM,Nevir,Tv ,Descatalogados ,http://nevir.imagar.com/wp-content/uploads/2021/02/9002-55label.pdf,Etiqueta Energética,8427155023272,https://nevir.es/productos/descatalogados/tv/9002-55/,https://nevir.es/wp-content/uploads/2020/10/9002-55frontal-600x393.jpg,nevir.es
NVR-9002-434K2S-SM,Nevir,Tv ,Descatalogados ,http://nevir.imagar.com/wp-content/uploads/2021/03/9002-43.pdf,Manual de instrucciones,8427155023258,https://nevir.es/productos/descatalogados/tv/nvr-9002-434k2s-sm/,https://nevir.es/wp-content/uploads/2021/03/9002-43frontal-scaled-600x392.jpg,nevir.es
NVR-9002-434K2S-SM,Nevir,Tv ,Descatalogados ,http://nevir.imagar.com/wp-content/uploads/2021/03/9002-43.pdf,Ficha,8427155023258,https://nevir.es/productos/descatalogados/tv/nvr-9002-434k2s-sm/,https://nevir.es/wp-content/uploads/2021/03/9002-43frontal-scaled-600x392.jpg,nevir.es
NVR-9002-434K2S-SM,Nevir,Tv ,Descatalogados ,http://nevir.imagar.com/wp-content/uploads/2021/03/9002-43label.pdf,Etiqueta Energética,8427155023258,https://nevir.es/productos/descatalogados/tv/nvr-9002-434k2s-sm/,https://nevir.es/wp-content/uploads/2021/03/9002-43frontal-scaled-600x392.jpg,nevir.es
NVR-8337BA,Nevir,Batidoras ,Cocina ,http://nevir.imagar.com/wp-content/uploads/2021/08/8337manual.pdf,Manual de Instrucciones,8427155904243,https://nevir.es/productos/pae/cocina/batidoras/nvr-8337ba/,https://nevir.es/wp-content/uploads/2021/08/8337BM-600x600.png,nevir.es
NVR-1131CM,Nevir,Cafeteras ,Cocina ,http://nevir.imagar.com/wp-content/uploads/2021/08/1131manual.pdf,Manual de Instrucciones,8427155904250,https://nevir.es/productos/pae/cocina/cafeteras/nvr-1131cm/,https://nevir.es/wp-content/uploads/2021/08/1131blanco-600x600.png,nevir.es
NVR-1131CM,Nevir,Cafeteras ,Cocina ,http://nevir.imagar.com/wp-content/uploads/2021/08/1132-1131.pdf,Ficha,8427155904250,https://nevir.es/productos/pae/cocina/cafeteras/nvr-1131cm/,https://nevir.es/wp-content/uploads/2021/08/1131blanco-600x600.png,nevir.es
NVR-1127CM,Nevir,Cafeteras ,Cocina ,http://nevir.imagar.com/wp-content/uploads/2021/08/1127manual.pdf,Manual de Instrucciones,8427155903314,https://nevir.es/productos/pae/cocina/cafeteras/nvr-1127cm/,https://nevir.es/wp-content/uploads/2021/08/1127CM-1-600x600.png,nevir.es
NVR-9002-32RD2S-SM,Nevir,Tv ,Descatalogados ,http://nevir.imagar.com/wp-content/uploads/2021/03/9002-32manual.pdf,Manual de instrucciones,8427155023241,https://nevir.es/productos/descatalogados/tv/nvr-9002-32rd2s-sm/,https://nevir.es/wp-content/uploads/2021/03/9002-32frontal-scaled-600x393.jpg,nevir.es
NVR-9002-32RD2S-SM,Nevir,Tv ,Descatalogados ,http://nevir.imagar.com/wp-content/uploads/2021/03/9002-32.pdf,Ficha,8427155023241,https://nevir.es/productos/descatalogados/tv/nvr-9002-32rd2s-sm/,https://nevir.es/wp-content/uploads/2021/03/9002-32frontal-scaled-600x393.jpg,nevir.es
NVR-9002-32RD2S-SM,Nevir,Tv ,Descatalogados ,http://nevir.imagar.com/wp-content/uploads/2021/03/9002-32label.pdf,Etiqueta Energética,8427155023241,https://nevir.es/productos/descatalogados/tv/nvr-9002-32rd2s-sm/,https://nevir.es/wp-content/uploads/2021/03/9002-32frontal-scaled-600x393.jpg,nevir.es
NVR-8345BA,Nevir,Batidoras ,Cocina ,http://nevir.imagar.com/wp-content/uploads/2021/08/8345BA.pdf,Ficha,8427155904854,https://nevir.es/productos/pae/cocina/batidoras/nvr-8345ba/,https://nevir.es/wp-content/uploads/2021/08/8345BA-600x600.png,nevir.es
NVR-1130TCM,Nevir,Cafeteras ,Cocina ,http://nevir.imagar.com/wp-content/uploads/2021/08/1130manual.pdf,Manual de Instrucciones,8427155904014,https://nevir.es/productos/pae/cocina/cafeteras/nvr-1130tcm/,https://nevir.es/wp-content/uploads/2021/08/1130TCM-600x600.png,nevir.es
NVR-1130TCM,Nevir,Cafeteras ,Cocina ,http://nevir.imagar.com/wp-content/uploads/2021/08/1130.pdf,Ficha,8427155904014,https://nevir.es/productos/pae/cocina/cafeteras/nvr-1130tcm/,https://nevir.es/wp-content/uploads/2021/08/1130TCM-600x600.png,nevir.es
NVR-8060-39RD2S-SMA-N,Nevir,Tv ,Descatalogados ,http://nevir.imagar.com/wp-content/uploads/2021/03/8060-39manual.pdf,Manual de instrucciones,8427155023333,https://nevir.es/productos/descatalogados/tv/nvr-8060-39rd2s-sma-n/,https://nevir.es/wp-content/uploads/2021/03/8061-39frontal-scaled-600x382.jpg,nevir.es
NVR-8060-39RD2S-SMA-N,Nevir,Tv ,Descatalogados ,http://nevir.imagar.com/wp-content/uploads/2021/03/8060-39.pdf,Ficha,8427155023333,https://nevir.es/productos/descatalogados/tv/nvr-8060-39rd2s-sma-n/,https://nevir.es/wp-content/uploads/2021/03/8061-39frontal-scaled-600x382.jpg,nevir.es
NVR-8060-39RD2S-SMA-N,Nevir,Tv ,Descatalogados ,http://nevir.imagar.com/wp-content/uploads/2021/03/8061-39label.pdf,Etiqueta Energética,8427155023333,https://nevir.es/productos/descatalogados/tv/nvr-8060-39rd2s-sma-n/,https://nevir.es/wp-content/uploads/2021/03/8061-39frontal-scaled-600x382.jpg,nevir.es
NVR-8060-39RD2S-SMA-N,Nevir,Tv ,Descatalogados ,https://nevir.es/wp-content/uploads/2021/10/USO-MOUSE-TV.pdf,USO MOUSE TV,8427155023333,https://nevir.es/productos/descatalogados/tv/nvr-8060-39rd2s-sma-n/,https://nevir.es/wp-content/uploads/2021/03/8061-39frontal-scaled-600x382.jpg,nevir.es
NVR-8350BA SET,Nevir,Batidoras ,Cocina ,http://nevir.imagar.com/wp-content/uploads/2021/08/8350manual.pdf,Manual de Instrucciones,8427155904861,https://nevir.es/productos/pae/cocina/batidoras/nvr-8350ba-set/,https://nevir.es/wp-content/uploads/2021/08/8350BA-600x600.png,nevir.es
NVR-443T NEGRO/PLATA,Nevir,Radio Cassette ,Sonido ,http://nevir.imagar.com/wp-content/uploads/2021/08/443manual.pdf,Manual de Instrucciones, 842715512498,https://nevir.es/productos/sonido/radio-cassette/nvr-443t-negro-plata/,https://nevir.es/wp-content/uploads/2021/08/443T-PN-600x600.png,nevir.es
NVR-443T NEGRO/PLATA,Nevir,Radio Cassette ,Sonido ,http://nevir.imagar.com/wp-content/uploads/2021/08/443T2.pdf,Ficha, 842715512498,https://nevir.es/productos/sonido/radio-cassette/nvr-443t-negro-plata/,https://nevir.es/wp-content/uploads/2021/08/443T-PN-600x600.png,nevir.es
NVR-443T NEGRO,Nevir,Radio Cassette ,Sonido ,http://nevir.imagar.com/wp-content/uploads/2021/08/443manual.pdf,Manual de Instrucciones, 842715512481,https://nevir.es/productos/sonido/radio-cassette/nvr-443t-negro/,https://nevir.es/wp-content/uploads/2021/08/443T-N-600x600.png,nevir.es
NVR-443T NEGRO,Nevir,Radio Cassette ,Sonido ,http://nevir.imagar.com/wp-content/uploads/2021/08/443T2.pdf,Ficha, 842715512481,https://nevir.es/productos/sonido/radio-cassette/nvr-443t-negro/,https://nevir.es/wp-content/uploads/2021/08/443T-N-600x600.png,nevir.es
